folder,filename,level,heading,slug,parent_slug,description,size_bytes,modified_utc,tags,owners,status,contains_placeholder,links
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/test_coverage_mapping.md,h2,Future Enhancements,future-enhancements,test-coverage-mapping-view-spec,"Surface where automated tests touch the codebase by connecting modules, representative low-coverage functions, and the tests exercising them. The view helps auditors spot modules lacking tests, highlight partially covered functions, and…",5088,2025-11-13T11:50:20.803023+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h1,Type Coverage Map View Spec,type-coverage-map-view-spec,,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h2,Goal,goal,type-coverage-map-view-spec,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h2,Inputs,inputs,type-coverage-map-view-spec,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h2,Transformations,transformations,type-coverage-map-view-spec,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h2,Mermaid Output Structure,mermaid-output-structure,type-coverage-map-view-spec,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h2,Implementation References,implementation-references,type-coverage-map-view-spec,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h2,Verification & Hardening,verification-hardening,type-coverage-map-view-spec,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/mermaid/view_specs,.repo_studios/command_center/docs/mermaid/view_specs/type_coverage_map.md,h2,Future Enhancements,future-enhancements,type-coverage-map-view-spec,"Highlight type hint adoption across functions in a CommandView artifact by clustering functions into coverage strength buckets. The view gives maintainers a quick read on where type annotations are strong, moderate, weak, or missing…",4405,2025-11-09T14:42:20.042563+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/library_integration_metrics.md,h1,Library Integration Metrics Specification,library-integration-metrics-specification,,"1. **Refresh artifacts:** After each remediation batch, rerun the command-center pipeline for the affected target so the duplicate matrix reflects the new baseline. 2. **Update run log:** Append a run entry using the template in…",4796,2025-11-04T14:15:56.326050+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/library_integration_metrics.md,h2,Metric Catalog,metric-catalog,library-integration-metrics-specification,"1. **Refresh artifacts:** After each remediation batch, rerun the command-center pipeline for the affected target so the duplicate matrix reflects the new baseline. 2. **Update run log:** Append a run entry using the template in…",4796,2025-11-04T14:15:56.326050+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/library_integration_metrics.md,h2,Data Collection Process,data-collection-process,library-integration-metrics-specification,"1. **Refresh artifacts:** After each remediation batch, rerun the command-center pipeline for the affected target so the duplicate matrix reflects the new baseline. 2. **Update run log:** Append a run entry using the template in…",4796,2025-11-04T14:15:56.326050+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/library_integration_metrics.md,h2,Reporting Cadence,reporting-cadence,library-integration-metrics-specification,"1. **Refresh artifacts:** After each remediation batch, rerun the command-center pipeline for the affected target so the duplicate matrix reflects the new baseline. 2. **Update run log:** Append a run entry using the template in…",4796,2025-11-04T14:15:56.326050+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/library_integration_metrics.md,h2,Actionability Guidelines,actionability-guidelines,library-integration-metrics-specification,"1. **Refresh artifacts:** After each remediation batch, rerun the command-center pipeline for the affected target so the duplicate matrix reflects the new baseline. 2. **Update run log:** Append a run entry using the template in…",4796,2025-11-04T14:15:56.326050+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/library_integration_metrics.md,h2,Open Questions,open-questions,library-integration-metrics-specification,"1. **Refresh artifacts:** After each remediation batch, rerun the command-center pipeline for the affected target so the duplicate matrix reflects the new baseline. 2. **Update run log:** Append a run entry using the template in…",4796,2025-11-04T14:15:56.326050+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/metrics_summary_schema.md,h1,Automation Metrics Summary Schema,automation-metrics-summary-schema,,"Define the JSON payload emitted alongside Phase 4 automation manifests so operators and reporting jobs can reason about impact, runtime, and test coverage in a consistent format.",2261,2025-11-04T14:15:56.479204+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/metrics_summary_schema.md,h2,Purpose,purpose,automation-metrics-summary-schema,"Define the JSON payload emitted alongside Phase 4 automation manifests so operators and reporting jobs can reason about impact, runtime, and test coverage in a consistent format.",2261,2025-11-04T14:15:56.479204+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/metrics_summary_schema.md,h2,Schema Overview,schema-overview,automation-metrics-summary-schema,"Define the JSON payload emitted alongside Phase 4 automation manifests so operators and reporting jobs can reason about impact, runtime, and test coverage in a consistent format.",2261,2025-11-04T14:15:56.479204+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/metrics_summary_schema.md,h2,Validation Rules,validation-rules,automation-metrics-summary-schema,"Define the JSON payload emitted alongside Phase 4 automation manifests so operators and reporting jobs can reason about impact, runtime, and test coverage in a consistent format.",2261,2025-11-04T14:15:56.479204+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h1,Weighted Progress Briefing Template,weighted-progress-briefing-template,,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,Summary Snapshot,summary-snapshot,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,Weighting Formula,weighting-formula,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,Key Metrics,key-metrics,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,Artifact Links,artifact-links,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,Narrative Highlights,narrative-highlights,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,Follow-up Actions,follow-up-actions,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,How to Use This Template,how-to-use-this-template,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs/metrics,.repo_studios/command_center/docs/metrics/weighted_progress_briefing_template.md,h2,Data Sources,data-sources,weighted-progress-briefing-template,Use this template when compiling the weekly automation readiness briefing. It blends duplicate resolution totals with lizard complexity scores and helper adoption stats so stakeholders see meaningful progress at a glance.,5193,2025-11-04T14:45:22.715420+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h1,.repo_studios Library Naming Training Guide,repostudios-library-naming-training-guide,,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,1. Mission & Outcomes,1-mission-outcomes,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,2. Core Principles,2-core-principles,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,3. Directory Structure Rules,3-directory-structure-rules,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,4. Enforcement Decision Tree,4-enforcement-decision-tree,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,5. AI Agent Playbook,5-ai-agent-playbook,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,6. Examples for Navigation Queries,6-examples-for-navigation-queries,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,7. Forbidden Patterns Cheat Sheet,7-forbidden-patterns-cheat-sheet,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,8. Validation & Automation Hooks,8-validation-automation-hooks,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,9. Escalation Protocol,9-escalation-protocol,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,10. Success Criteria (Definition of Done),10-success-criteria-definition-of-done,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,🐍 Python Naming Within Modules,python-naming-within-modules,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,📦 Import Statement Patterns,import-statement-patterns,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,🤖 AI Navigation Examples,ai-navigation-examples,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,🚫 Forbidden Patterns,forbidden-patterns,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,📊 Validation Checklist,validation-checklist,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,🔄 Evolution Rules,evolution-rules,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/naming_conventions.md,h2,🎯 Summary,summary,repostudios-library-naming-training-guide,"This guide trains agents on how to interpret, enforce, and validate naming conventions inside `.repo_studios/library`. Use it as an operational playbook, not just a reference.",12668,2025-11-06T09:44:23.975246+00:00,,,,no,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h1,Orchestrator Migration Notes — 2025-11-30,orchestrator-migration-notes-2025-11-30,,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Purpose,purpose,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Test Execution Telemetry (legacy: `run_pytest_log_capture.py`),test-execution-telemetry-legacy-runpytestlogcapturepy,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Fault Diagnostics (replaces legacy `run_fault_pipeline.py`),fault-diagnostics-replaces-legacy-runfaultpipelinepy,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Docs Health (legacy suite of producer scripts),docs-health-legacy-suite-of-producer-scripts,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Standards Integrity (legacy: `run_standards_gap_suite.py` + `run_standards_index_cli.py`),standards-integrity-legacy-runstandardsgapsuitepy-runstandardsindexclipy,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Dependency & Import Hygiene (legacy: `run_batch_cleanup.py`),dependency-import-hygiene-legacy-runbatchcleanuppy,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Monkey Patch Oversight,monkey-patch-oversight,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,Implementation Checklist,implementation-checklist,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs,.repo_studios/command_center/docs/orchestrator_migration_notes.md,h2,References,references,orchestrator-migration-notes-2025-11-30,Show how the legacy Command Center orchestrators would integrate the Phase 2 helper modules if they were rewritten today. The goal is to give reviewers parity confidence before we begin migrating the existing entry points.,8056,2025-12-01T13:19:36.912676+00:00,,,,yes,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h1,Phase 4 Automation Planning Notes,phase-4-automation-planning-notes,,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Guardrail Follow-ups,guardrail-follow-ups,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Metrics Integration Tasks,metrics-integration-tasks,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Automation Design Brief (Manual),automation-design-brief-manual,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Manual Execution Charter,manual-execution-charter,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Sequencing Roadmap (Manual),sequencing-roadmap-manual,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Automation Decision Log (2025-11-03),automation-decision-log-2025-11-03,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Decisions & Assumptions,decisions-assumptions,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/AUTOMATION_PLANNING_NOTES.md,h2,Open Questions (Automation),open-questions-automation,phase-4-automation-planning-notes,"Deliver a vetted blueprint for automated duplicate extraction that adheres to Phase 3 guardrails, maintains auditability, and minimizes regression risk. Implementation remains manual until this brief is approved.",20578,2025-11-04T14:29:02.460996+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h1,Helper Adoption Audit CLI Specification,helper-adoption-audit-cli-specification,,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Purpose,purpose,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Objectives,objectives,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,CLI Contract,cli-contract,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Inputs & Data Sources,inputs-data-sources,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Output Artifacts,output-artifacts,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Implementation Notes,implementation-notes,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Open Questions,open-questions,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Implementation Summary (2025-11-03),implementation-summary-2025-11-03,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
.repo_studios/command_center/docs/phase_4,.repo_studios/command_center/docs/phase_4/HELPER_ADOPTION_CLI_SPEC.md,h2,Next Steps,next-steps,helper-adoption-audit-cli-specification,"Provide a consistent, scriptable way to inventory which Repo Studios scripts import shared command center helpers so we can monitor adoption progress during Phase 4 and prepare for automated enforcement. The CLI replaces the ad-hoc…",5459,2025-11-08T23:02:05.500300+00:00,,,,no,
